elements,std::list,std::deque,std::vector,
100000,7450,3983,644919,
200000,13980,4937,2.89206e+06,
300000,17961,7128,8.10506e+06,
400000,29945,10078,1.5174e+07,
500000,33613,11965,2.35339e+07,
600000,38656,13736,3.55086e+07,
700000,42808,17609,5.23328e+07,
800000,49393,17503,6.74537e+07,
900000,60712,20338,8.64442e+07,
1000000,73254,24539,1.03869e+08,
