elements,std::list,std::deque,std::vector,
1000,14970,15843,17348,
2000,59533,56654,66868,
3000,139193,154137,117328,
4000,251753,241888,219979,
5000,381539,357675,350429,
6000,570372,533559,518974,
7000,1.2556e+06,732006,658330,
8000,1.04246e+06,966157,833828,
9000,1.3158e+06,1.20165e+06,1.08486e+06,
10000,1.62386e+06,1.53205e+06,1.32234e+06,
