elements,std::list,std::deque,std::vector,
1000,137154,116310,123128,
2000,606925,481722,435795,
3000,1.54423e+06,1.21864e+06,1.06142e+06,
4000,3.18857e+06,2.24205e+06,2.00534e+06,
5000,5.33219e+06,2.82986e+06,3.05212e+06,
6000,8.22878e+06,4.53662e+06,4.44112e+06,
7000,1.15628e+07,6.81702e+06,6.2478e+06,
8000,1.29155e+07,9.27388e+06,9.33096e+06,
9000,1.64671e+07,1.20717e+07,6.66607e+07,
10000,1.90146e+07,1.58633e+07,1.59579e+07,
