elements,std::list,std::deque,std::vector,
10000,6396,26969,25837,
20000,11813,63031,60172,
30000,17150,100198,89873,
40000,24861,140976,115280,
50000,34000,179677,164160,
60000,41546,224120,191045,
70000,51756,258040,227560,
80000,72122,318886,267779,
90000,75202,359225,316731,
100000,89049,391222,353018,
