elements,std::list,std::deque,std::vector,
10000,806112,768100,769768,
20000,1.56807e+06,1.55963e+06,1.56972e+06,
30000,2.09208e+06,2.61846e+06,2.52186e+06,
40000,2.94258e+06,3.30421e+06,3.24648e+06,
50000,3.63096e+06,4.22574e+06,4.22129e+06,
60000,4.51799e+06,4.89965e+06,5.45228e+06,
70000,5.3531e+06,6.08884e+06,6.07892e+06,
80000,6.00296e+06,6.83525e+06,7.2166e+06,
90000,6.4502e+06,7.70433e+06,8.36791e+06,
100000,7.23638e+06,8.30137e+06,8.72984e+06,
