elements,std::list,std::deque,std::vector,
10000,1.18835e+06,2.009e+06,2.45524e+06,
20000,2.66585e+06,4.29043e+06,5.93357e+06,
30000,4.13479e+06,6.79383e+06,8.75722e+06,
40000,5.79068e+06,9.76311e+06,1.22435e+07,
50000,7.19901e+06,1.17029e+07,1.54059e+07,
60000,8.63117e+06,1.50005e+07,1.84949e+07,
70000,1.05722e+07,1.8005e+07,2.22015e+07,
80000,1.21836e+07,2.06443e+07,2.5326e+07,
90000,1.36946e+07,2.31075e+07,2.63131e+07,
100000,1.55479e+07,2.55979e+07,3.05232e+07,
