elements,std::list,std::deque,std::vector,
10000,673204,755615,831791,
20000,1.26116e+06,1.85034e+06,1.68209e+06,
30000,1.91574e+06,2.44654e+06,2.579e+06,
40000,2.67082e+06,3.05336e+06,3.46499e+06,
50000,3.52035e+06,3.87531e+06,4.4184e+06,
60000,4.42304e+06,4.7087e+06,5.36878e+06,
70000,5.2386e+06,5.51642e+06,6.23176e+06,
80000,5.95687e+06,6.31403e+06,7.21214e+06,
90000,6.14346e+06,7.2491e+06,8.03269e+06,
100000,7.24479e+06,8.28569e+06,8.9954e+06,
