elements,std::list,std::deque,std::vector,
100000,3938,97,0,
200000,7426,96,0,
300000,11645,163,0,
400000,14224,286,0,
500000,20575,238,0,
600000,26543,310,0,
700000,27463,281,0,
800000,38016,329,0,
900000,35027,390,0,
1000000,38238,395,0,
