elements,std::list,std::deque,std::vector,
100000,0,0,3,
200000,0,0,0,
300000,0,0,0,
400000,0,8,0,
500000,0,0,0,
600000,0,0,0,
700000,0,0,0,
800000,0,0,0,
900000,0,0,0,
1000000,0,0,0,
