elements,std::list,std::deque,std::vector,
100000,4569,580,0,
200000,8140,1074,1,
300000,12650,1820,2,
400000,17684,2201,1,
500000,20311,2689,4,
600000,24132,4211,1,
700000,29472,4621,1,
800000,39135,5627,1,
900000,38342,6831,1,
1000000,44876,7399,1,
