elements,std::list,std::deque,std::vector,
10000,524798,969602,1.34575e+06,
20000,2.16219e+06,3.8736e+06,5.34549e+06,
30000,4.86301e+06,8.74996e+06,1.20672e+07,
40000,8.94419e+06,1.56383e+07,2.15723e+07,
50000,1.49741e+07,2.45996e+07,3.38931e+07,
60000,2.36187e+07,3.56674e+07,4.90419e+07,
70000,3.45643e+07,4.88283e+07,6.69261e+07,
80000,4.71456e+07,6.42113e+07,8.77725e+07,
90000,5.7368e+07,8.18793e+07,1.11561e+08,
100000,7.20805e+07,1.0177e+08,1.42211e+08,
