elements,std::list,std::deque,std::vector,
10000,544376,904747,1.20993e+06,
20000,2.1006e+06,3.59394e+06,4.78839e+06,
30000,4.79251e+06,8.13815e+06,1.0755e+07,
40000,8.66912e+06,1.45796e+07,1.92008e+07,
50000,1.41037e+07,2.29585e+07,3.004e+07,
60000,2.14475e+07,3.41019e+07,4.28298e+07,
70000,3.04913e+07,4.8262e+07,5.849e+07,
80000,4.17503e+07,6.09802e+07,7.72756e+07,
90000,5.6515e+07,8.08342e+07,9.84843e+07,
100000,7.01505e+07,1.01434e+08,1.25967e+08,
