elements,std::list,std::deque,std::vector,
10000,2592,2447,1864,
20000,4017,3772,3040,
30000,6937,4698,5379,
40000,9027,6386,6880,
50000,10566,9158,9581,
60000,13494,14300,11544,
70000,15969,12438,11084,
80000,17984,14431,13042,
90000,19406,15733,14758,
100000,19791,19660,16549,
