elements,std::list,std::deque,std::vector,
10000,477,392,284,
20000,855,673,639,
30000,1357,894,886,
40000,1716,1088,1077,
50000,2539,1374,1397,
60000,3198,1725,1578,
70000,3714,2352,2039,
80000,3866,2583,2183,
90000,4170,2447,2353,
100000,4665,3172,2960,
