elements,std::list,std::deque,std::vector,
10000,1.26253e+06,2.09846e+06,2.98086e+06,
20000,2.87226e+06,4.98296e+06,6.11126e+06,
30000,4.54954e+06,7.25643e+06,8.61189e+06,
40000,6.12257e+06,9.59699e+06,1.1433e+07,
50000,7.54881e+06,1.20159e+07,1.45821e+07,
60000,9.00216e+06,1.54951e+07,1.81653e+07,
70000,1.03839e+07,1.69487e+07,2.17213e+07,
80000,1.17482e+07,1.89833e+07,2.33907e+07,
90000,1.4733e+07,2.14263e+07,2.62975e+07,
100000,1.57368e+07,2.42486e+07,2.97537e+07,
