elements,std::list,std::deque,std::vector,
10000,809353,881138,969322,
20000,1.57312e+06,1.79454e+06,1.97375e+06,
30000,2.2172e+06,2.6069e+06,2.86959e+06,
40000,2.82453e+06,3.62206e+06,4.12553e+06,
50000,3.69789e+06,4.56419e+06,4.9762e+06,
60000,4.40074e+06,5.41008e+06,5.99316e+06,
70000,5.36244e+06,6.20895e+06,7.05155e+06,
80000,6.02405e+06,7.39078e+06,7.55713e+06,
90000,6.61338e+06,7.96666e+06,8.88652e+06,
100000,7.63611e+06,9.08008e+06,1.00784e+07,
