elements,std::list,std::deque,std::vector,
10000,893027,892634,936616,
20000,1.69109e+06,1.82296e+06,1.71334e+06,
30000,2.26708e+06,2.60061e+06,2.9417e+06,
40000,3.01092e+06,3.26459e+06,3.94746e+06,
50000,3.81772e+06,4.31986e+06,4.62112e+06,
60000,4.53196e+06,5.08721e+06,5.52911e+06,
70000,5.24083e+06,5.94236e+06,6.6007e+06,
80000,6.10452e+06,6.8229e+06,7.68398e+06,
90000,6.93411e+06,7.44258e+06,8.69067e+06,
100000,7.66795e+06,8.74915e+06,9.94704e+06,
