elements,std::list,std::deque,std::vector,
10000,137825,132245,113756,
20000,262879,263364,245865,
30000,425099,397928,338034,
40000,547688,514937,468398,
50000,685342,668314,573772,
60000,856725,794394,691053,
70000,958495,953727,808979,
80000,1.14882e+06,1.07848e+06,920182,
90000,1.30927e+06,1.21986e+06,1.05299e+06,
100000,1.49904e+06,1.36689e+06,1.16187e+06,
