elements,std::list,std::deque,std::vector,
1000,87581,67118,81444,
2000,321174,265620,272594,
3000,639743,581122,663070,
4000,1.04716e+06,1.06563e+06,1.23955e+06,
5000,1.67579e+06,1.61931e+06,1.88908e+06,
6000,2.62058e+06,2.33874e+06,2.65961e+06,
7000,3.49142e+06,3.34187e+06,3.4616e+06,
8000,4.51058e+06,4.27147e+06,4.41395e+06,
9000,5.45269e+06,5.91012e+06,5.73892e+06,
10000,6.81588e+06,7.60905e+06,7.22611e+06,
