elements,std::list,std::deque,std::vector,
1000,85223,64718,63557,
2000,272568,255559,242084,
3000,593421,630670,575844,
4000,1.01556e+06,1.00345e+06,988984,
5000,1.61655e+06,1.6323e+06,1.56114e+06,
6000,2.30506e+06,2.41738e+06,2.27292e+06,
7000,3.5844e+06,3.28396e+06,3.32267e+06,
8000,4.42107e+06,4.28595e+06,4.4007e+06,
9000,5.5285e+06,5.36446e+06,5.53662e+06,
10000,7.00908e+06,6.50733e+06,6.73886e+06,
