elements,std::list,std::deque,std::vector,
1000,17608,12513,10140,
2000,71889,46176,44965,
3000,131763,99912,90261,
4000,231844,201358,156881,
5000,366154,291326,281232,
6000,531720,443445,382170,
7000,711604,570005,541199,
8000,887056,821552,679586,
9000,1.11161e+06,945891,819692,
10000,1.44017e+06,1.18801e+06,1.099e+06,
